time,BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT
2026-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-16 00:00:00+00:00,0.0,0.0,0.0,0.4285393460487955
2026-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-03 00:00:00+00:00,0.0,0.0,1.1696712866758041,0.0
2026-03-04 00:00:00+00:00,0.0,0.0,1.2431007176794246,0.0
2026-03-05 00:00:00+00:00,1.2103171358438916,0.0,0.0,0.0
2026-03-06 00:00:00+00:00,1.0425105389151088,0.0,0.0,0.0
2026-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-10 00:00:00+00:00,0.0,0.0,1.2942902957039057,0.0
2026-03-11 00:00:00+00:00,0.0,1.3882812718213164,0.0,0.0
2026-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-14 00:00:00+00:00,0.0,1.5,0.0,0.0
2026-03-15 00:00:00+00:00,0.0,1.5,0.0,0.0
2026-03-16 00:00:00+00:00,0.0,1.5,0.0,0.0
2026-03-17 00:00:00+00:00,0.0,0.9730854876588151,0.0,0.0
2026-03-18 00:00:00+00:00,0.0,0.8404061601314838,0.0,0.0
2026-03-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-03-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-04-06 00:00:00+00:00,0.0,1.317683944866287,0.0,0.0
